r,l,f,y,Demand
RE1,S220,RESELC,2044,3.7646
RE1,S220,RESELC,2045,3.8272
RE1,S220,RESELC,2046,3.8709
RE1,S220,RESELC,2047,3.9146
RE1,S220,RESELC,2048,3.9582
RE1,S220,RESELC,2049,4.0019
RE1,S220,RESELC,2050,4.0455
RE1,S220,RESELC,2051,4.0907
RE1,S220,RESELC,2052,4.1363
RE1,S220,RESELC,2053,4.1824
RE1,S220,RESELC,2054,4.2291
RE1,S220,RESELC,2055,4.2762
RE1,S220,RESELC,2056,4.324
RE1,S220,RESELC,2057,4.3722
RE1,S220,RESELC,2058,4.421
RE1,S220,RESELC,2059,4.4703
RE1,S220,RESELC,2060,4.5201
RE1,S220,RESELC,2061,4.5706
RE1,S220,RESELC,2062,4.6215
RE1,S220,RESELC,2063,4.6731
RE1,S220,RESELC,2064,4.7252
RE1,S220,RESELC,2065,4.7779
RE1,S220,RESELC,2066,4.8312
RE1,S220,RESELC,2067,4.8851
RE1,S220,RESELC,2068,4.9396
RE1,S220,RESELC,2069,4.9947
RE1,S220,RESELC,2070,5.0504
RE1,S220,COMELC,2015,1.58
RE1,S220,COMELC,2016,1.58
RE1,S220,COMELC,2017,1.58
RE1,S220,COMELC,2018,1.58
RE1,S220,COMELC,2019,1.58
RE1,S220,COMELC,2020,1.58
RE1,S220,COMELC,2021,1.58
RE1,S220,COMELC,2022,2.3306
RE1,S220,COMELC,2023,2.3971
RE1,S220,COMELC,2024,2.4637
RE1,S220,COMELC,2025,2.5302
RE1,S220,COMELC,2026,2.6022
RE1,S220,COMELC,2027,2.6741
RE1,S220,COMELC,2028,2.746
RE1,S220,COMELC,2029,2.8179
RE1,S220,COMELC,2030,2.8898
RE1,S220,COMELC,2031,2.972
RE1,S220,COMELC,2032,3.0542
RE1,S220,COMELC,2033,3.1364
RE1,S220,COMELC,2034,3.2186
RE1,S220,COMELC,2035,3.3008
RE1,S220,COMELC,2036,3.3669
RE1,S220,COMELC,2037,3.4331
RE1,S220,COMELC,2038,3.4993
RE1,S220,COMELC,2039,3.5655
RE1,S220,COMELC,2040,3.6316
RE1,S220,COMELC,2041,3.6964
RE1,S220,COMELC,2042,3.7612
RE1,S220,COMELC,2043,3.826
RE1,S220,COMELC,2044,3.8908
RE1,S220,COMELC,2045,3.9556
RE1,S220,COMELC,2046,4.0008
RE1,S220,COMELC,2047,4.0459
RE1,S220,COMELC,2048,4.091
RE1,S220,COMELC,2049,4.1361
RE1,S220,COMELC,2050,4.1812
RE1,S220,COMELC,2051,4.2279
RE1,S220,COMELC,2052,4.275
RE1,S220,COMELC,2053,4.3227
RE1,S220,COMELC,2054,4.3709
RE1,S220,COMELC,2055,4.4197
RE1,S220,COMELC,2056,4.469
RE1,S220,COMELC,2057,4.5189
RE1,S220,COMELC,2058,4.5693
RE1,S220,COMELC,2059,4.6202
RE1,S220,COMELC,2060,4.6718
RE1,S220,COMELC,2061,4.7239
RE1,S220,COMELC,2062,4.7766
RE1,S220,COMELC,2063,4.8299
RE1,S220,COMELC,2064,4.8837
RE1,S220,COMELC,2065,4.9382
RE1,S220,COMELC,2066,4.9933
RE1,S220,COMELC,2067,5.049
RE1,S220,COMELC,2068,5.1053
RE1,S220,COMELC,2069,5.1623
RE1,S220,COMELC,2070,5.2198
RE1,S221,INDELC,2015,3.9746
RE1,S221,INDELC,2016,3.9746
RE1,S221,INDELC,2017,3.9746
RE1,S221,INDELC,2018,3.9746
RE1,S221,INDELC,2019,3.9746
RE1,S221,INDELC,2020,3.9746
RE1,S221,INDELC,2021,3.9746
RE1,S221,INDELC,2022,4.5171
RE1,S221,INDELC,2023,4.6461
RE1,S221,INDELC,2024,4.7751
RE1,S221,INDELC,2025,4.904
RE1,S221,INDELC,2026,5.0434
RE1,S221,INDELC,2027,5.1828
RE1,S221,INDELC,2028,5.3222
RE1,S221,INDELC,2029,5.4616
RE1,S221,INDELC,2030,5.6009
RE1,S221,INDELC,2031,5.7603
RE1,S221,INDELC,2032,5.9196
RE1,S221,INDELC,2033,6.0789
RE1,S221,INDELC,2034,6.2382
RE1,S221,INDELC,2035,6.3975
RE1,S221,INDELC,2036,6.5257
RE1,S221,INDELC,2037,6.654
RE1,S221,INDELC,2038,6.7823
RE1,S221,INDELC,2039,6.9105
RE1,S221,INDELC,2040,7.0388
RE1,S221,INDELC,2041,7.1644
RE1,S221,INDELC,2042,7.2899
RE1,S221,INDELC,2043,7.4155
RE1,S221,INDELC,2044,7.5411
RE1,S221,INDELC,2045,7.6667
RE1,S221,INDELC,2046,7.7542
RE1,S221,INDELC,2047,7.8416
RE1,S221,INDELC,2048,7.9291
RE1,S221,INDELC,2049,8.0165
RE1,S221,INDELC,2050,8.104
RE1,S221,INDELC,2051,8.1944
RE1,S221,INDELC,2052,8.2858
RE1,S221,INDELC,2053,8.3782
RE1,S221,INDELC,2054,8.4717
RE1,S221,INDELC,2055,8.5662
RE1,S221,INDELC,2056,8.6617
RE1,S221,INDELC,2057,8.7583
RE1,S221,INDELC,2058,8.856
RE1,S221,INDELC,2059,8.9548
RE1,S221,INDELC,2060,9.0547
RE1,S221,INDELC,2061,9.1557
RE1,S221,INDELC,2062,9.2578
RE1,S221,INDELC,2063,9.3611
RE1,S221,INDELC,2064,9.4655
RE1,S221,INDELC,2065,9.5711
RE1,S221,INDELC,2066,9.6779
RE1,S221,INDELC,2067,9.7858
RE1,S221,INDELC,2068,9.895
RE1,S221,INDELC,2069,10.0054
RE1,S221,INDELC,2070,10.117
RE1,S221,RESELC,2015,1.5325
RE1,S221,RESELC,2016,1.5325
RE1,S221,RESELC,2017,1.5325
RE1,S221,RESELC,2018,1.5325
RE1,S221,RESELC,2019,1.5325
RE1,S221,RESELC,2020,1.5325
RE1,S221,RESELC,2021,1.5325
RE1,S221,RESELC,2022,2.2549
RE1,S221,RESELC,2023,2.3193
RE1,S221,RESELC,2024,2.3837
RE1,S221,RESELC,2025,2.4481
RE1,S221,RESELC,2026,2.5177
RE1,S221,RESELC,2027,2.5873
RE1,S221,RESELC,2028,2.6568
RE1,S221,RESELC,2029,2.7264
RE1,S221,RESELC,2030,2.796
RE1,S221,RESELC,2031,2.8755
RE1,S221,RESELC,2032,2.9551
RE1,S221,RESELC,2033,3.0346
RE1,S221,RESELC,2034,3.1141
RE1,S221,RESELC,2035,3.1936
RE1,S221,RESELC,2036,3.2577
RE1,S221,RESELC,2037,3.3217
RE1,S221,RESELC,2038,3.3857
RE1,S221,RESELC,2039,3.4497
RE1,S221,RESELC,2040,3.5138
RE1,S221,RESELC,2041,3.5765
RE1,S221,RESELC,2042,3.6392
RE1,S221,RESELC,2043,3.7019
RE1,S221,RESELC,2044,3.7646
RE1,S221,RESELC,2045,3.8272
RE1,S221,RESELC,2046,3.8709
RE1,S221,RESELC,2047,3.9146
RE1,S221,RESELC,2048,3.9582
RE1,S221,RESELC,2049,4.0019
RE1,S221,RESELC,2050,4.0455
RE1,S221,RESELC,2051,4.0907
RE1,S221,RESELC,2052,4.1363
RE1,S221,RESELC,2053,4.1824
RE1,S221,RESELC,2054,4.2291
RE1,S221,RESELC,2055,4.2762
RE1,S221,RESELC,2056,4.324
RE1,S221,RESELC,2057,4.3722
RE1,S221,RESELC,2058,4.421
RE1,S221,RESELC,2059,4.4703
RE1,S221,RESELC,2060,4.5201
RE1,S221,RESELC,2061,4.5706
RE1,S221,RESELC,2062,4.6215
RE1,S221,RESELC,2063,4.6731
RE1,S221,RESELC,2064,4.7252
RE1,S221,RESELC,2065,4.7779
RE1,S221,RESELC,2066,4.8312
RE1,S221,RESELC,2067,4.8851
RE1,S221,RESELC,2068,4.9396
RE1,S221,RESELC,2069,4.9947
RE1,S221,RESELC,2070,5.0504
RE1,S221,COMELC,2015,1.58
RE1,S221,COMELC,2016,1.58
RE1,S221,COMELC,2017,1.58
RE1,S221,COMELC,2018,1.58
RE1,S221,COMELC,2019,1.58
RE1,S221,COMELC,2020,1.58
RE1,S221,COMELC,2021,1.58
RE1,S221,COMELC,2022,2.3306
RE1,S221,COMELC,2023,2.3971
RE1,S221,COMELC,2024,2.4637
RE1,S221,COMELC,2025,2.5302
RE1,S221,COMELC,2026,2.6022
RE1,S221,COMELC,2027,2.6741
RE1,S221,COMELC,2028,2.746
RE1,S221,COMELC,2029,2.8179
RE1,S221,COMELC,2030,2.8898
RE1,S221,COMELC,2031,2.972
RE1,S221,COMELC,2032,3.0542
RE1,S221,COMELC,2033,3.1364
RE1,S221,COMELC,2034,3.2186
RE1,S221,COMELC,2035,3.3008
RE1,S221,COMELC,2036,3.3669
RE1,S221,COMELC,2037,3.4331
RE1,S221,COMELC,2038,3.4993
RE1,S221,COMELC,2039,3.5655
RE1,S221,COMELC,2040,3.6316
RE1,S221,COMELC,2041,3.6964
RE1,S221,COMELC,2042,3.7612
RE1,S221,COMELC,2043,3.826
RE1,S221,COMELC,2044,3.8908
RE1,S221,COMELC,2045,3.9556
RE1,S221,COMELC,2046,4.0008
RE1,S221,COMELC,2047,4.0459
RE1,S221,COMELC,2048,4.091
RE1,S221,COMELC,2049,4.1361
RE1,S221,COMELC,2050,4.1812
RE1,S221,COMELC,2051,4.2279
RE1,S221,COMELC,2052,4.275
RE1,S221,COMELC,2053,4.3227
RE1,S221,COMELC,2054,4.3709
RE1,S221,COMELC,2055,4.4197
RE1,S221,COMELC,2056,4.469
RE1,S221,COMELC,2057,4.5189
RE1,S221,COMELC,2058,4.5693
RE1,S221,COMELC,2059,4.6202
RE1,S221,COMELC,2060,4.6718
RE1,S221,COMELC,2061,4.7239
RE1,S221,COMELC,2062,4.7766
RE1,S221,COMELC,2063,4.8299
RE1,S221,COMELC,2064,4.8837
RE1,S221,COMELC,2065,4.9382
RE1,S221,COMELC,2066,4.9933
RE1,S221,COMELC,2067,5.049
RE1,S221,COMELC,2068,5.1053
RE1,S221,COMELC,2069,5.1623
RE1,S221,COMELC,2070,5.2198
RE1,S222,INDELC,2015,3.9746
RE1,S222,INDELC,2016,3.9746
RE1,S222,INDELC,2017,3.9746
RE1,S222,INDELC,2018,3.9746
RE1,S222,INDELC,2019,3.9746
RE1,S222,INDELC,2020,3.9746
RE1,S222,INDELC,2021,3.9746
RE1,S222,INDELC,2022,4.5171
RE1,S222,INDELC,2023,4.6461
RE1,S222,INDELC,2024,4.7751
RE1,S222,INDELC,2025,4.904
RE1,S222,INDELC,2026,5.0434
RE1,S222,INDELC,2027,5.1828
RE1,S222,INDELC,2028,5.3222
RE1,S222,INDELC,2029,5.4616
RE1,S222,INDELC,2030,5.6009
RE1,S222,INDELC,2031,5.7603
RE1,S222,INDELC,2032,5.9196
RE1,S222,INDELC,2033,6.0789
RE1,S222,INDELC,2034,6.2382
RE1,S222,INDELC,2035,6.3975
RE1,S222,INDELC,2036,6.5257
RE1,S222,INDELC,2037,6.654
RE1,S222,INDELC,2038,6.7823
RE1,S222,INDELC,2039,6.9105
RE1,S222,INDELC,2040,7.0388
RE1,S222,INDELC,2041,7.1644
RE1,S222,INDELC,2042,7.2899
RE1,S222,INDELC,2043,7.4155
RE1,S222,INDELC,2044,7.5411
RE1,S222,INDELC,2045,7.6667
RE1,S222,INDELC,2046,7.7542
RE1,S222,INDELC,2047,7.8416
RE1,S222,INDELC,2048,7.9291
RE1,S222,INDELC,2049,8.0165
RE1,S222,INDELC,2050,8.104
RE1,S222,INDELC,2051,8.1944
RE1,S222,INDELC,2052,8.2858
RE1,S222,INDELC,2053,8.3782
RE1,S222,INDELC,2054,8.4717
RE1,S222,INDELC,2055,8.5662
RE1,S222,INDELC,2056,8.6617
RE1,S222,INDELC,2057,8.7583
RE1,S222,INDELC,2058,8.856
RE1,S222,INDELC,2059,8.9548
RE1,S222,INDELC,2060,9.0547
RE1,S222,INDELC,2061,9.1557
RE1,S222,INDELC,2062,9.2578
RE1,S222,INDELC,2063,9.3611
RE1,S222,INDELC,2064,9.4655
RE1,S222,INDELC,2065,9.5711
RE1,S222,INDELC,2066,9.6779
RE1,S222,INDELC,2067,9.7858
RE1,S222,INDELC,2068,9.895
RE1,S222,INDELC,2069,10.0054
RE1,S222,INDELC,2070,10.117
RE1,S222,RESELC,2015,1.5325
RE1,S222,RESELC,2016,1.5325
RE1,S222,RESELC,2017,1.5325
RE1,S222,RESELC,2018,1.5325
RE1,S222,RESELC,2019,1.5325
RE1,S222,RESELC,2020,1.5325
RE1,S222,RESELC,2021,1.5325
RE1,S222,RESELC,2022,2.2549
RE1,S222,RESELC,2023,2.3193
RE1,S222,RESELC,2024,2.3837
RE1,S222,RESELC,2025,2.4481
RE1,S222,RESELC,2026,2.5177
RE1,S222,RESELC,2027,2.5873
RE1,S222,RESELC,2028,2.6568
RE1,S222,RESELC,2029,2.7264
RE1,S222,RESELC,2030,2.796
RE1,S222,RESELC,2031,2.8755
RE1,S222,RESELC,2032,2.9551
RE1,S222,RESELC,2033,3.0346
RE1,S222,RESELC,2034,3.1141
RE1,S222,RESELC,2035,3.1936
RE1,S222,RESELC,2036,3.2577
RE1,S222,RESELC,2037,3.3217
RE1,S222,RESELC,2038,3.3857
RE1,S222,RESELC,2039,3.4497
RE1,S222,RESELC,2040,3.5138
RE1,S222,RESELC,2041,3.5765
RE1,S222,RESELC,2042,3.6392
RE1,S222,RESELC,2043,3.7019
RE1,S222,RESELC,2044,3.7646
RE1,S222,RESELC,2045,3.8272
RE1,S222,RESELC,2046,3.8709
RE1,S222,RESELC,2047,3.9146
RE1,S222,RESELC,2048,3.9582
RE1,S222,RESELC,2049,4.0019
RE1,S222,RESELC,2050,4.0455
RE1,S222,RESELC,2051,4.0907
RE1,S222,RESELC,2052,4.1363
RE1,S222,RESELC,2053,4.1824
RE1,S222,RESELC,2054,4.2291
RE1,S222,RESELC,2055,4.2762
RE1,S222,RESELC,2056,4.324
RE1,S222,RESELC,2057,4.3722
RE1,S222,RESELC,2058,4.421
RE1,S222,RESELC,2059,4.4703
RE1,S222,RESELC,2060,4.5201
RE1,S222,RESELC,2061,4.5706
RE1,S222,RESELC,2062,4.6215
RE1,S222,RESELC,2063,4.6731
RE1,S222,RESELC,2064,4.7252
RE1,S222,RESELC,2065,4.7779
RE1,S222,RESELC,2066,4.8312
RE1,S222,RESELC,2067,4.8851
RE1,S222,RESELC,2068,4.9396
RE1,S222,RESELC,2069,4.9947
RE1,S222,RESELC,2070,5.0504
RE1,S222,COMELC,2015,1.58
RE1,S222,COMELC,2016,1.58
RE1,S222,COMELC,2017,1.58
RE1,S222,COMELC,2018,1.58
RE1,S222,COMELC,2019,1.58
RE1,S222,COMELC,2020,1.58
RE1,S222,COMELC,2021,1.58
RE1,S222,COMELC,2022,2.3306
RE1,S222,COMELC,2023,2.3971
RE1,S222,COMELC,2024,2.4637
RE1,S222,COMELC,2025,2.5302
RE1,S222,COMELC,2026,2.6022
RE1,S222,COMELC,2027,2.6741
RE1,S222,COMELC,2028,2.746
RE1,S222,COMELC,2029,2.8179
RE1,S222,COMELC,2030,2.8898
RE1,S222,COMELC,2031,2.972
RE1,S222,COMELC,2032,3.0542
RE1,S222,COMELC,2033,3.1364
RE1,S222,COMELC,2034,3.2186
RE1,S222,COMELC,2035,3.3008
RE1,S222,COMELC,2036,3.3669
RE1,S222,COMELC,2037,3.4331
RE1,S222,COMELC,2038,3.4993
RE1,S222,COMELC,2039,3.5655
RE1,S222,COMELC,2040,3.6316
RE1,S222,COMELC,2041,3.6964
RE1,S222,COMELC,2042,3.7612
RE1,S222,COMELC,2043,3.826
RE1,S222,COMELC,2044,3.8908
RE1,S222,COMELC,2045,3.9556
RE1,S222,COMELC,2046,4.0008
RE1,S222,COMELC,2047,4.0459
RE1,S222,COMELC,2048,4.091
RE1,S222,COMELC,2049,4.1361
RE1,S222,COMELC,2050,4.1812
RE1,S222,COMELC,2051,4.2279
RE1,S222,COMELC,2052,4.275
RE1,S222,COMELC,2053,4.3227
RE1,S222,COMELC,2054,4.3709
RE1,S222,COMELC,2055,4.4197
RE1,S222,COMELC,2056,4.469
RE1,S222,COMELC,2057,4.5189
RE1,S222,COMELC,2058,4.5693
RE1,S222,COMELC,2059,4.6202
RE1,S222,COMELC,2060,4.6718
RE1,S222,COMELC,2061,4.7239
RE1,S222,COMELC,2062,4.7766
RE1,S222,COMELC,2063,4.8299
RE1,S222,COMELC,2064,4.8837
RE1,S222,COMELC,2065,4.9382
RE1,S222,COMELC,2066,4.9933
RE1,S222,COMELC,2067,5.049
RE1,S222,COMELC,2068,5.1053
RE1,S222,COMELC,2069,5.1623
RE1,S222,COMELC,2070,5.2198
RE1,S223,INDELC,2015,3.9746
RE1,S223,INDELC,2016,3.9746
RE1,S223,INDELC,2017,3.9746
RE1,S223,INDELC,2018,3.9746
RE1,S223,INDELC,2019,3.9746
RE1,S223,INDELC,2020,3.9746
RE1,S223,INDELC,2021,3.9746
RE1,S223,INDELC,2022,4.5171
RE1,S223,INDELC,2023,4.6461
RE1,S223,INDELC,2024,4.7751
RE1,S223,INDELC,2025,4.904
RE1,S223,INDELC,2026,5.0434
RE1,S223,INDELC,2027,5.1828
RE1,S223,INDELC,2028,5.3222
RE1,S223,INDELC,2029,5.4616
RE1,S223,INDELC,2030,5.6009
RE1,S223,INDELC,2031,5.7603
RE1,S223,INDELC,2032,5.9196
RE1,S223,INDELC,2033,6.0789
RE1,S223,INDELC,2034,6.2382
RE1,S223,INDELC,2035,6.3975
RE1,S223,INDELC,2036,6.5257
RE1,S223,INDELC,2037,6.654
RE1,S223,INDELC,2038,6.7823
RE1,S223,INDELC,2039,6.9105
RE1,S223,INDELC,2040,7.0388
RE1,S223,INDELC,2041,7.1644
RE1,S223,INDELC,2042,7.2899
RE1,S223,INDELC,2043,7.4155
RE1,S223,INDELC,2044,7.5411
RE1,S223,INDELC,2045,7.6667
RE1,S223,INDELC,2046,7.7542
RE1,S223,INDELC,2047,7.8416
RE1,S223,INDELC,2048,7.9291
RE1,S223,INDELC,2049,8.0165
RE1,S223,INDELC,2050,8.104
RE1,S223,INDELC,2051,8.1944
RE1,S223,INDELC,2052,8.2858
RE1,S223,INDELC,2053,8.3782
RE1,S223,INDELC,2054,8.4717
RE1,S223,INDELC,2055,8.5662
RE1,S223,INDELC,2056,8.6617
RE1,S223,INDELC,2057,8.7583
RE1,S223,INDELC,2058,8.856
RE1,S223,INDELC,2059,8.9548
RE1,S223,INDELC,2060,9.0547
RE1,S223,INDELC,2061,9.1557
RE1,S223,INDELC,2062,9.2578
RE1,S223,INDELC,2063,9.3611
RE1,S223,INDELC,2064,9.4655
RE1,S223,INDELC,2065,9.5711
RE1,S223,INDELC,2066,9.6779
RE1,S223,INDELC,2067,9.7858
RE1,S223,INDELC,2068,9.895
RE1,S223,INDELC,2069,10.0054
RE1,S223,INDELC,2070,10.117
RE1,S223,RESELC,2015,1.5325
RE1,S223,RESELC,2016,1.5325
RE1,S223,RESELC,2017,1.5325
RE1,S223,RESELC,2018,1.5325
RE1,S223,RESELC,2019,1.5325
RE1,S223,RESELC,2020,1.5325
RE1,S223,RESELC,2021,1.5325
RE1,S223,RESELC,2022,2.2549
RE1,S223,RESELC,2023,2.3193
RE1,S223,RESELC,2024,2.3837
RE1,S223,RESELC,2025,2.4481
RE1,S223,RESELC,2026,2.5177
RE1,S223,RESELC,2027,2.5873
RE1,S223,RESELC,2028,2.6568
RE1,S223,RESELC,2029,2.7264
RE1,S223,RESELC,2030,2.796
RE1,S223,RESELC,2031,2.8755
RE1,S223,RESELC,2032,2.9551
RE1,S223,RESELC,2033,3.0346
RE1,S223,RESELC,2034,3.1141
RE1,S223,RESELC,2035,3.1936
RE1,S223,RESELC,2036,3.2577
RE1,S223,RESELC,2037,3.3217
RE1,S223,RESELC,2038,3.3857
RE1,S223,RESELC,2039,3.4497
RE1,S223,RESELC,2040,3.5138
RE1,S223,RESELC,2041,3.5765
RE1,S223,RESELC,2042,3.6392
RE1,S223,RESELC,2043,3.7019
RE1,S223,RESELC,2044,3.7646
RE1,S223,RESELC,2045,3.8272
RE1,S223,RESELC,2046,3.8709
RE1,S223,RESELC,2047,3.9146
RE1,S223,RESELC,2048,3.9582
RE1,S223,RESELC,2049,4.0019
RE1,S223,RESELC,2050,4.0455
RE1,S223,RESELC,2051,4.0907
RE1,S223,RESELC,2052,4.1363
RE1,S223,RESELC,2053,4.1824
RE1,S223,RESELC,2054,4.2291
RE1,S223,RESELC,2055,4.2762
RE1,S223,RESELC,2056,4.324
RE1,S223,RESELC,2057,4.3722
RE1,S223,RESELC,2058,4.421
RE1,S223,RESELC,2059,4.4703
RE1,S223,RESELC,2060,4.5201
RE1,S223,RESELC,2061,4.5706
RE1,S223,RESELC,2062,4.6215
RE1,S223,RESELC,2063,4.6731
RE1,S223,RESELC,2064,4.7252
RE1,S223,RESELC,2065,4.7779
RE1,S223,RESELC,2066,4.8312
RE1,S223,RESELC,2067,4.8851
RE1,S223,RESELC,2068,4.9396
RE1,S223,RESELC,2069,4.9947
RE1,S223,RESELC,2070,5.0504
RE1,S223,COMELC,2015,1.58
RE1,S223,COMELC,2016,1.58
RE1,S223,COMELC,2017,1.58
RE1,S223,COMELC,2018,1.58
RE1,S223,COMELC,2019,1.58
RE1,S223,COMELC,2020,1.58
RE1,S223,COMELC,2021,1.58
RE1,S223,COMELC,2022,2.3306
RE1,S223,COMELC,2023,2.3971
RE1,S223,COMELC,2024,2.4637
RE1,S223,COMELC,2025,2.5302
RE1,S223,COMELC,2026,2.6022
RE1,S223,COMELC,2027,2.6741
RE1,S223,COMELC,2028,2.746
RE1,S223,COMELC,2029,2.8179
RE1,S223,COMELC,2030,2.8898
RE1,S223,COMELC,2031,2.972
RE1,S223,COMELC,2032,3.0542
RE1,S223,COMELC,2033,3.1364
RE1,S223,COMELC,2034,3.2186
RE1,S223,COMELC,2035,3.3008
RE1,S223,COMELC,2036,3.3669
RE1,S223,COMELC,2037,3.4331
RE1,S223,COMELC,2038,3.4993
RE1,S223,COMELC,2039,3.5655
RE1,S223,COMELC,2040,3.6316
RE1,S223,COMELC,2041,3.6964
RE1,S223,COMELC,2042,3.7612
RE1,S223,COMELC,2043,3.826
RE1,S223,COMELC,2044,3.8908
RE1,S223,COMELC,2045,3.9556
RE1,S223,COMELC,2046,4.0008
RE1,S223,COMELC,2047,4.0459
RE1,S223,COMELC,2048,4.091
RE1,S223,COMELC,2049,4.1361
RE1,S223,COMELC,2050,4.1812
RE1,S223,COMELC,2051,4.2279
RE1,S223,COMELC,2052,4.275
RE1,S223,COMELC,2053,4.3227
RE1,S223,COMELC,2054,4.3709
RE1,S223,COMELC,2055,4.4197
RE1,S223,COMELC,2056,4.469
RE1,S223,COMELC,2057,4.5189
RE1,S223,COMELC,2058,4.5693
RE1,S223,COMELC,2059,4.6202
RE1,S223,COMELC,2060,4.6718
RE1,S223,COMELC,2061,4.7239
RE1,S223,COMELC,2062,4.7766
RE1,S223,COMELC,2063,4.8299
RE1,S223,COMELC,2064,4.8837
RE1,S223,COMELC,2065,4.9382
RE1,S223,COMELC,2066,4.9933
RE1,S223,COMELC,2067,5.049
RE1,S223,COMELC,2068,5.1053
RE1,S223,COMELC,2069,5.1623
RE1,S223,COMELC,2070,5.2198
RE1,S224,INDELC,2015,3.9746
RE1,S224,INDELC,2016,3.9746
RE1,S224,INDELC,2017,3.9746
RE1,S224,INDELC,2018,3.9746
RE1,S224,INDELC,2019,3.9746
RE1,S224,INDELC,2020,3.9746
RE1,S224,INDELC,2021,3.9746
RE1,S224,INDELC,2022,4.5171
RE1,S224,INDELC,2023,4.6461
RE1,S224,INDELC,2024,4.7751
RE1,S224,INDELC,2025,4.904
RE1,S224,INDELC,2026,5.0434
RE1,S224,INDELC,2027,5.1828
RE1,S224,INDELC,2028,5.3222
RE1,S224,INDELC,2029,5.4616
RE1,S224,INDELC,2030,5.6009
RE1,S224,INDELC,2031,5.7603
RE1,S224,INDELC,2032,5.9196
RE1,S224,INDELC,2033,6.0789
RE1,S224,INDELC,2034,6.2382
RE1,S224,INDELC,2035,6.3975
RE1,S224,INDELC,2036,6.5257
RE1,S224,INDELC,2037,6.654
RE1,S224,INDELC,2038,6.7823
RE1,S224,INDELC,2039,6.9105
RE1,S224,INDELC,2040,7.0388
RE1,S224,INDELC,2041,7.1644
RE1,S224,INDELC,2042,7.2899
RE1,S224,INDELC,2043,7.4155
RE1,S224,INDELC,2044,7.5411
RE1,S224,INDELC,2045,7.6667
RE1,S224,INDELC,2046,7.7542
RE1,S224,INDELC,2047,7.8416
RE1,S224,INDELC,2048,7.9291
RE1,S224,INDELC,2049,8.0165
RE1,S224,INDELC,2050,8.104
RE1,S224,INDELC,2051,8.1944
RE1,S224,INDELC,2052,8.2858
RE1,S224,INDELC,2053,8.3782
RE1,S224,INDELC,2054,8.4717
RE1,S224,INDELC,2055,8.5662
RE1,S224,INDELC,2056,8.6617
RE1,S224,INDELC,2057,8.7583
RE1,S224,INDELC,2058,8.856
RE1,S224,INDELC,2059,8.9548
RE1,S224,INDELC,2060,9.0547
RE1,S224,INDELC,2061,9.1557
RE1,S224,INDELC,2062,9.2578
RE1,S224,INDELC,2063,9.3611
RE1,S224,INDELC,2064,9.4655
RE1,S224,INDELC,2065,9.5711
RE1,S224,INDELC,2066,9.6779
RE1,S224,INDELC,2067,9.7858
RE1,S224,INDELC,2068,9.895
RE1,S224,INDELC,2069,10.0054
RE1,S224,INDELC,2070,10.117
RE1,S224,RESELC,2015,1.5325
RE1,S224,RESELC,2016,1.5325
RE1,S224,RESELC,2017,1.5325
RE1,S224,RESELC,2018,1.5325
RE1,S224,RESELC,2019,1.5325
RE1,S224,RESELC,2020,1.5325
RE1,S224,RESELC,2021,1.5325
RE1,S224,RESELC,2022,2.2549
RE1,S224,RESELC,2023,2.3193
RE1,S224,RESELC,2024,2.3837
RE1,S224,RESELC,2025,2.4481
RE1,S224,RESELC,2026,2.5177
RE1,S224,RESELC,2027,2.5873
RE1,S224,RESELC,2028,2.6568
RE1,S224,RESELC,2029,2.7264
RE1,S224,RESELC,2030,2.796
RE1,S224,RESELC,2031,2.8755
RE1,S224,RESELC,2032,2.9551
RE1,S224,RESELC,2033,3.0346
RE1,S224,RESELC,2034,3.1141
RE1,S224,RESELC,2035,3.1936
RE1,S224,RESELC,2036,3.2577
RE1,S224,RESELC,2037,3.3217
RE1,S224,RESELC,2038,3.3857
RE1,S224,RESELC,2039,3.4497
RE1,S224,RESELC,2040,3.5138
RE1,S224,RESELC,2041,3.5765
RE1,S224,RESELC,2042,3.6392
RE1,S224,RESELC,2043,3.7019
RE1,S224,RESELC,2044,3.7646
RE1,S224,RESELC,2045,3.8272
RE1,S224,RESELC,2046,3.8709
RE1,S224,RESELC,2047,3.9146
RE1,S224,RESELC,2048,3.9582
RE1,S224,RESELC,2049,4.0019
RE1,S224,RESELC,2050,4.0455
RE1,S224,RESELC,2051,4.0907
RE1,S224,RESELC,2052,4.1363
RE1,S224,RESELC,2053,4.1824
RE1,S224,RESELC,2054,4.2291
RE1,S224,RESELC,2055,4.2762
RE1,S224,RESELC,2056,4.324
RE1,S224,RESELC,2057,4.3722
RE1,S224,RESELC,2058,4.421
RE1,S224,RESELC,2059,4.4703
RE1,S224,RESELC,2060,4.5201
RE1,S224,RESELC,2061,4.5706
RE1,S224,RESELC,2062,4.6215
RE1,S224,RESELC,2063,4.6731
RE1,S224,RESELC,2064,4.7252
RE1,S224,RESELC,2065,4.7779
RE1,S224,RESELC,2066,4.8312
RE1,S224,RESELC,2067,4.8851
RE1,S224,RESELC,2068,4.9396
RE1,S224,RESELC,2069,4.9947
RE1,S224,RESELC,2070,5.0504
RE1,S224,COMELC,2015,1.58
RE1,S224,COMELC,2016,1.58
RE1,S224,COMELC,2017,1.58
RE1,S224,COMELC,2018,1.58
RE1,S224,COMELC,2019,1.58
