r,t,m,y,TotalAnnualTechnologyActivityByMode
RE1,DEMTRACARGSL,1,2016,512.6133
RE1,DEMTRACARGSL,1,2017,524.3982
RE1,DEMTRACARGSL,1,2018,537.1075
RE1,DEMTRACARGSL,1,2019,549.3873
RE1,DEMTRACARGSL,1,2020,561.6643
RE1,DEMTRACARGSL,1,2021,571.4721
RE1,DEMTRACARGSL,1,2022,581.278
RE1,DEMTRACARGSL,1,2023,591.0821
RE1,DEMTRACARGSL,1,2024,600.8844
RE1,DEMTRACARGSL,1,2025,610.6851
RE1,DEMTRACARGSL,1,2026,621.601
RE1,DEMTRACARGSL,1,2027,632.5152
RE1,DEMTRACARGSL,1,2028,643.4276
RE1,DEMTRACARGSL,1,2029,654.3384
RE1,DEMTRACARGSL,1,2030,665.2477
RE1,DEMTRACARGSL,1,2031,674.2749
RE1,DEMTRACARGSL,1,2032,683.2997
RE1,DEMTRACARGSL,1,2033,692.3221
RE1,DEMTRACARGSL,1,2034,701.3422
RE1,DEMTRACARGSL,1,2035,710.3603
RE1,DEMTRACARGSL,1,2036,718.5815
RE1,DEMTRACARGSL,1,2037,726.8015
RE1,DEMTRACARGSL,1,2038,735.0203
RE1,DEMTRACARGSL,1,2039,743.238
RE1,DEMTRACARGSL,1,2040,751.4547
RE1,DEMTRACARGSL,1,2041,759.2732
RE1,DEMTRACARGSL,1,2042,767.0908
RE1,DEMTRACARGSL,1,2043,774.9077
RE1,DEMTRACARGSL,1,2044,782.7239
RE1,DEMTRACARGSL,1,2045,790.5394
RE1,DEMTRACARGSL,1,2046,796.6504
RE1,DEMTRACARGSL,1,2047,802.7612
RE1,DEMTRACARGSL,1,2048,808.8716
RE1,DEMTRACARGSL,1,2049,808.8716
RE1,DEMTRABUSGSL,1,2015,424.8035
RE1,DEMTRABUSGSL,1,2016,441.0859
RE1,DEMTRABUSGSL,1,2017,451.2263
RE1,DEMTRABUSGSL,1,2018,462.1623
RE1,DEMTRABUSGSL,1,2019,472.7286
RE1,DEMTRABUSGSL,1,2020,483.2925
RE1,DEMTRABUSGSL,1,2021,491.7318
RE1,DEMTRABUSGSL,1,2022,500.1694
RE1,DEMTRABUSGSL,1,2023,508.6055
RE1,DEMTRABUSGSL,1,2024,517.04
RE1,DEMTRABUSGSL,1,2025,525.4732
RE1,DEMTRABUSGSL,1,2026,534.866
RE1,DEMTRABUSGSL,1,2027,544.2573
RE1,DEMTRABUSGSL,1,2028,553.647
RE1,DEMTRABUSGSL,1,2029,563.0354
RE1,DEMTRABUSGSL,1,2030,572.4224
RE1,DEMTRABUSGSL,1,2031,580.1901
RE1,DEMTRABUSGSL,1,2032,587.9555
RE1,DEMTRABUSGSL,1,2033,595.719
RE1,DEMTRABUSGSL,1,2034,603.4805
RE1,DEMTRABUSGSL,1,2035,611.2403
RE1,DEMTRABUSGSL,1,2036,618.3143
RE1,DEMTRABUSGSL,1,2037,625.3873
RE1,DEMTRABUSGSL,1,2038,632.4593
RE1,DEMTRABUSGSL,1,2039,639.5304
RE1,DEMTRABUSGSL,1,2040,646.6006
RE1,DEMTRABUSGSL,1,2041,653.3281
RE1,DEMTRABUSGSL,1,2042,660.0549
RE1,DEMTRABUSGSL,1,2043,666.7811
RE1,DEMTRABUSGSL,1,2044,673.5066
RE1,DEMTRABUSGSL,1,2045,680.2316
RE1,DEMTRABUSGSL,1,2046,685.4899
RE1,DEMTRABUSGSL,1,2047,690.748
RE1,DEMTRABUSGSL,1,2048,696.0058
RE1,DEMTRABUSGSL,1,2049,701.2634
RE1,DEMINDELC,1,2015,328.0418
RE1,DEMINDELC,1,2016,347.0108
RE1,DEMINDELC,1,2017,363.2685
RE1,DEMINDELC,1,2018,379.5262
RE1,DEMINDELC,1,2019,395.7839
RE1,DEMINDELC,1,2020,412.0416
RE1,DEMINDELC,1,2021,424.52
RE1,DEMINDELC,1,2022,436.9984
RE1,DEMINDELC,1,2023,449.4768
RE1,DEMINDELC,1,2024,9.0682
RE1,DEMINDELC,1,2025,11.5713
RE1,DEMINDELC,1,2026,9.5779
RE1,DEMINDELC,1,2027,9.8425
RE1,DEMINDELC,1,2028,10.1072
RE1,DEMINDELC,1,2029,12.8868
RE1,DEMINDELC,1,2030,13.2157
RE1,DEMINDELC,1,2031,13.5916
RE1,DEMINDELC,1,2032,13.9675
RE1,DEMINDELC,1,2033,14.3434
RE1,DEMINDELC,1,2034,14.7193
RE1,DEMINDELC,1,2035,15.0952
RE1,DEMINDELC,1,2036,15.3978
RE1,DEMINDELC,1,2037,15.7004
RE1,DEMINDELC,1,2038,16.0031
RE1,DEMINDELC,1,2039,16.3057
RE1,DEMINDELC,1,2040,16.6083
RE1,DEMINDELC,1,2041,16.9046
RE1,DEMINDELC,1,2042,17.201
RE1,DEMINDELC,1,2043,17.4973
RE1,DEMINDELC,1,2044,17.7937
RE1,DEMINDELC,1,2045,18.09
RE1,DEMINDELC,1,2046,18.2964
RE1,DEMINDELC,1,2047,18.5027
RE1,DEMINDELC,1,2048,18.709
RE1,DEMINDELC,1,2049,18.9154
RE1,DEMINDELC,1,2050,19.1217
RE1,DEMINDELC,1,2051,19.335
RE1,DEMINDELC,1,2052,19.5507
RE1,DEMINDELC,1,2053,19.7688
RE1,DEMINDELC,1,2054,19.9893
RE1,DEMINDELC,1,2055,20.2123
RE1,DEMINDELC,1,2056,20.4377
RE1,DEMINDELC,1,2057,20.6657
RE1,DEMINDELC,1,2058,20.8963
RE1,DEMINDELC,1,2059,47.4263
RE1,DEMINDELC,1,2060,17.1956
RE1,DEMINDELC,1,2061,21.6034
RE1,DEMINDELC,1,2062,21.8443
RE1,DEMINDELC,1,2063,22.088
RE1,DEMINDELC,1,2064,22.3344
RE1,DEMINDELC,1,2065,22.5835
RE1,DEMINDELC,1,2066,22.8355
RE1,DEMINDELC,1,2067,23.0902
RE1,DEMINDELC,1,2068,23.3478
RE1,DEMINDELC,1,2069,23.6082
RE1,DEMINDELC,1,2070,107.1094
RE1,INDENEFFDP,1,2024,348.3747
RE1,INDENEFFDP,1,2025,356.048
RE1,INDENEFFDP,1,2026,367.9537
RE1,INDENEFFDP,1,2027,378.1224
RE1,INDENEFFDP,1,2028,388.2912
RE1,INDENEFFDP,1,2029,396.5253
RE1,INDENEFFDP,1,2030,406.6447
RE1,INDENEFFDP,1,2031,418.211
RE1,INDENEFFDP,1,2032,429.7773
RE1,INDENEFFDP,1,2033,441.3436
RE1,INDENEFFDP,1,2034,452.9098
RE1,INDENEFFDP,1,2035,464.4762
RE1,INDENEFFDP,1,2036,473.7878
RE1,INDENEFFDP,1,2037,483.0995
RE1,INDENEFFDP,1,2038,492.4111
RE1,INDENEFFDP,1,2039,501.7228
RE1,INDENEFFDP,1,2040,511.0345
RE1,INDENEFFDP,1,2041,520.1528
RE1,INDENEFFDP,1,2042,529.2711
RE1,INDENEFFDP,1,2043,538.3894
RE1,INDENEFFDP,1,2044,547.5078
RE1,INDENEFFDP,1,2045,556.6261
RE1,INDENEFFDP,1,2046,562.9752
RE1,INDENEFFDP,1,2047,569.3244
RE1,INDENEFFDP,1,2048,575.6735
RE1,INDENEFFDP,1,2049,582.0227
RE1,INDENEFFDP,1,2050,588.3718
RE1,INDENEFFDP,1,2051,594.935
RE1,INDENEFFDP,1,2052,601.5714
RE1,INDENEFFDP,1,2053,608.2818
RE1,INDENEFFDP,1,2054,615.0671
RE1,INDENEFFDP,1,2055,621.9281
RE1,INDENEFFDP,1,2056,628.8656
RE1,INDENEFFDP,1,2057,635.8805
RE1,INDENEFFDP,1,2058,642.9737
RE1,INDENEFFDP,1,2059,629.9175
RE1,INDENEFFDP,1,2060,660.6055
RE1,INDENEFFDP,1,2061,664.7314
RE1,INDENEFFDP,1,2062,672.1464
RE1,INDENEFFDP,1,2063,679.6441
RE1,INDENEFFDP,1,2064,687.2254
RE1,INDENEFFDP,1,2065,694.8913
RE1,INDENEFFDP,1,2066,702.6427
RE1,INDENEFFDP,1,2067,710.4806
RE1,INDENEFFDP,1,2068,718.4058
RE1,INDENEFFDP,1,2069,726.4196
RE1,INDENEFFDP,1,2070,670.4935
RE1,DEMINDHEEH,1,2029,10.2143
RE1,DEMINDHEEH,1,2030,660.3458
RE1,DEMINDHEEH,1,2031,669.5451
RE1,DEMINDHEEH,1,2032,678.7266
RE1,DEMINDHEEH,1,2033,687.8914
RE1,DEMINDHEEH,1,2034,697.0403
RE1,DEMINDHEEH,1,2035,706.1741
RE1,DEMINDHEEH,1,2036,714.1932
RE1,DEMINDHEEH,1,2037,728.2377
RE1,DEMINDHEEH,1,2038,745.5492
RE1,DEMINDHEEH,1,2039,762.8404
RE1,DEMINDHEEH,1,2040,810.8277
RE1,DEMINDHEEH,1,2041,819.1493
RE1,DEMINDHEEH,1,2042,827.4653
RE1,DEMINDHEEH,1,2043,835.7759
RE1,DEMINDHEEH,1,2044,844.0812
RE1,DEMINDHEEH,1,2045,852.3815
RE1,DEMINDHEEH,1,2046,858.7627
RE1,DEMINDHEEH,1,2047,865.1418
RE1,DEMINDHEEH,1,2048,871.5186
RE1,DEMINDHEEH,1,2049,877.8932
RE1,DEMINDHEEH,1,2050,884.2658
RE1,DEMINDHEEH,1,2051,890.7889
RE1,DEMINDHEEH,1,2052,897.3615
RE1,DEMINDHEEH,1,2053,903.9841
RE1,DEMINDHEEH,1,2054,910.6572
RE1,DEMINDHEEH,1,2055,917.3809
RE1,DEMINDHEEH,1,2056,924.1559
RE1,DEMINDHEEH,1,2057,930.9824
RE1,DEMINDHEEH,1,2058,937.8608
RE1,DEMINDHEEH,1,2059,944.7916
RE1,DEMINDHEEH,1,2060,951.7751
RE1,DEMINDHEEH,1,2061,958.8119
RE1,DEMINDHEEH,1,2062,965.9022
RE1,DEMINDHEEH,1,2063,973.0464
RE1,DEMINDHEEH,1,2064,980.2452
RE1,DEMINDHEEH,1,2065,987.4987
RE1,DEMINDHEEH,1,2066,994.8075
RE1,DEMINDHEEH,1,2067,1002.1719
RE1,DEMINDHEEH,1,2068,1009.5925
RE1,DEMINDHEEH,1,2069,1017.0697
RE1,DEMINDHEEH,1,2070,1024.6038
RE1,DEMINDHEEL,1,2035,6.0892
RE1,DEMINDHEEL,1,2036,11.4352
RE1,DEMINDHEEL,1,2037,20.7983
RE1,DEMINDHEEL,1,2038,32.3393
RE1,DEMINDHEEL,1,2039,43.8667
RE1,DEMINDHEEL,1,2040,84.835
RE1,DEMINDHEEL,1,2041,75.2457
RE1,DEMINDHEEL,1,2042,80.1327
RE1,DEMINDHEEL,1,2043,92.4904
RE1,DEMINDHEEL,1,2044,104.8368
RE1,DEMINDHEEL,1,2045,543.7913
RE1,DEMINDHEEL,1,2046,554.1783
RE1,DEMINDHEEL,1,2047,564.552
RE1,DEMINDHEEL,1,2048,574.9131
RE1,DEMINDHEEL,1,2049,585.2622
RE1,DEMINDHEEL,1,2050,589.5105
RE1,DEMINDHEEL,1,2051,593.8592
RE1,DEMINDHEEL,1,2052,598.241
RE1,DEMINDHEEL,1,2053,602.6561
RE1,DEMINDHEEL,1,2054,607.1048
RE1,DEMINDHEEL,1,2055,611.5873
RE1,DEMINDHEEL,1,2056,616.1039
RE1,DEMINDHEEL,1,2057,620.6549
RE1,DEMINDHEEL,1,2058,625.2405
RE1,DEMINDHEEL,1,2059,629.8611
RE1,DEMINDHEEL,1,2060,634.5168
RE1,DEMINDHEEL,1,2061,639.2079
RE1,DEMINDHEEL,1,2062,643.9348
RE1,DEMINDHEEL,1,2063,648.6976
RE1,DEMINDHEEL,1,2064,653.4968
RE1,DEMINDHEEL,1,2065,658.3324
RE1,DEMINDHEEL,1,2066,663.205
RE1,DEMINDHEEL,1,2067,668.1146
RE1,DEMINDHEEL,1,2068,630.6117
RE1,DEMINDHEEL,1,2069,552.0627
RE1,DEMINDHEEL,1,2070,683.0692
RE1,DEMINDHEBIO,1,2015,426.6187
RE1,DEMINDHEBIO,1,2016,382.5919
RE1,DEMINDHEBIO,1,2017,389.2174
RE1,DEMINDHEBIO,1,2018,400.2481
RE1,DEMINDHEBIO,1,2019,409.232
RE1,DEMINDHEBIO,1,2020,418.2022
RE1,DEMINDHEBIO,1,2021,424.4265
RE1,DEMINDHEBIO,1,2022,430.6414
RE1,DEMINDHEBIO,1,2023,436.8476
RE1,DEMINDHEBIO,1,2024,443.0455
RE1,DEMINDHEBIO,1,2025,449.2357
RE1,DEMINDHEBIO,1,2026,456.0698
RE1,DEMINDHEBIO,1,2027,462.8953
RE1,DEMINDHEBIO,1,2028,469.7126
RE1,DEMINDHEBIO,1,2029,476.5222
RE1,DEMINDHEBIO,1,2030,483.3244
RE1,DEMINDHEBIO,1,2031,489.4573
RE1,DEMINDHEBIO,1,2032,495.5783
RE1,DEMINDHEBIO,1,2033,501.6882
RE1,DEMINDHEBIO,1,2034,507.7874
RE1,DEMINDHEBIO,1,2035,507.7874
RE1,DEMINDHEBIO,1,2036,507.7874
RE1,DEMINDHEBIO,1,2037,503.7647
RE1,DEMINDHEBIO,1,2038,497.5586
RE1,DEMINDHEBIO,1,2039,491.3606
RE1,DEMINDHEBIO,1,2040,455.7168
RE1,DEMINDHEBIO,1,2041,470.8539
RE1,DEMINDHEBIO,1,2042,471.5108
RE1,DEMINDHEBIO,1,2043,464.6935
RE1,DEMINDHEBIO,1,2044,457.884
RE1,DEMINDHEBIO,1,2045,24.463
RE1,DEMINDHEBIO,1,2046,18.3302
RE1,DEMINDHEBIO,1,2047,12.2091
RE1,DEMINDHEBIO,1,2048,6.0993
RE1,DEMINDHEBIO,1,2068,42.45
RE1,DEMINDHEBIO,1,2069,125.9837
RE1,DEMRESELC,1,2015,163.7593
RE1,DEMRESELC,1,2016,173.2287
RE1,DEMRESELC,1,2017,181.3446
RE1,DEMRESELC,1,2018,189.4604
RE1,DEMRESELC,1,2019,197.5763
RE1,DEMRESELC,1,2020,205.6922
RE1,DEMRESELC,1,2021,211.9215
RE1,DEMRESELC,1,2022,218.1507
RE1,DEMRESELC,1,2023,224.38
RE1,DEMRESELC,1,2024,4.5269
RE1,DEMRESELC,1,2025,5.7764
RE1,DEMRESELC,1,2026,4.7813
RE1,DEMRESELC,1,2027,4.9134
RE1,DEMRESELC,1,2028,5.0456
RE1,DEMRESELC,1,2029,6.4331
RE1,DEMRESELC,1,2030,6.5973
RE1,DEMRESELC,1,2031,6.785
RE1,DEMRESELC,1,2032,6.9726
RE1,DEMRESELC,1,2033,7.1603
RE1,DEMRESELC,1,2034,7.3479
RE1,DEMRESELC,1,2035,7.5356
RE1,DEMRESELC,1,2036,7.6866
RE1,DEMRESELC,1,2037,7.8377
RE1,DEMRESELC,1,2038,7.9888
RE1,DEMRESELC,1,2039,8.1398
RE1,DEMRESELC,1,2040,8.2909
RE1,DEMRESELC,1,2041,8.4388
RE1,DEMRESELC,1,2042,8.5868
RE1,DEMRESELC,1,2043,8.7347
RE1,DEMRESELC,1,2044,8.8826
RE1,DEMRESELC,1,2045,9.0306
RE1,DEMRESELC,1,2046,9.1336
RE1,DEMRESELC,1,2047,9.2366
RE1,DEMRESELC,1,2048,9.3396
RE1,DEMRESELC,1,2049,9.4426
RE1,DEMRESELC,1,2050,9.5456
RE1,DEMRESELC,1,2051,9.6521
RE1,DEMRESELC,1,2052,9.7598
RE1,DEMRESELC,1,2053,9.8686
RE1,DEMRESELC,1,2054,9.9787
RE1,DEMRESELC,1,2055,10.09
RE1,DEMRESELC,1,2056,10.2026
RE1,DEMRESELC,1,2057,10.3164
RE1,DEMRESELC,1,2058,10.4315
RE1,DEMRESELC,1,2059,23.6753
RE1,DEMRESELC,1,2060,8.5841
RE1,DEMRESELC,1,2061,10.7845
RE1,DEMRESELC,1,2062,10.9048
RE1,DEMRESELC,1,2063,11.0264
RE1,DEMRESELC,1,2064,11.1494
RE1,DEMRESELC,1,2065,11.2738
RE1,DEMRESELC,1,2066,11.3995
RE1,DEMRESELC,1,2067,11.5267
RE1,DEMRESELC,1,2068,11.6553
RE1,DEMRESELC,1,2069,11.7853
RE1,DEMRESELC,1,2070,53.4693
RE1,RESENEFFDP,1,2024,173.9095
RE1,RESENEFFDP,1,2025,177.74
RE1,RESENEFFDP,1,2026,183.6834
RE1,RESENEFFDP,1,2027,188.7597
RE1,RESENEFFDP,1,2028,193.8359
RE1,RESENEFFDP,1,2029,197.9465
RE1,RESENEFFDP,1,2030,202.9981
RE1,RESENEFFDP,1,2031,208.772
RE1,RESENEFFDP,1,2032,214.5459
RE1,RESENEFFDP,1,2033,220.3198
RE1,RESENEFFDP,1,2034,226.0938
RE1,RESENEFFDP,1,2035,231.8677
RE1,RESENEFFDP,1,2036,236.5161
RE1,RESENEFFDP,1,2037,241.1645
RE1,RESENEFFDP,1,2038,245.8129
RE1,RESENEFFDP,1,2039,250.4613
RE1,RESENEFFDP,1,2040,255.1097
RE1,RESENEFFDP,1,2041,259.6616
RE1,RESENEFFDP,1,2042,264.2135
RE1,RESENEFFDP,1,2043,268.7654
RE1,RESENEFFDP,1,2044,273.3173
RE1,RESENEFFDP,1,2045,277.8692
RE1,RESENEFFDP,1,2046,281.0387
RE1,RESENEFFDP,1,2047,284.2082
RE1,RESENEFFDP,1,2048,287.3777
RE1,RESENEFFDP,1,2049,290.5472
RE1,RESENEFFDP,1,2050,293.7167
RE1,RESENEFFDP,1,2051,296.9931
RE1,RESENEFFDP,1,2052,300.306
RE1,RESENEFFDP,1,2053,303.6558
RE1,RESENEFFDP,1,2054,307.0431
RE1,RESENEFFDP,1,2055,310.4681
RE1,RESENEFFDP,1,2056,313.9313
RE1,RESENEFFDP,1,2057,317.4332
RE1,RESENEFFDP,1,2058,320.9741
RE1,RESENEFFDP,1,2059,314.4564
RE1,RESENEFFDP,1,2060,329.7759
RE1,RESENEFFDP,1,2061,331.8356
RE1,RESENEFFDP,1,2062,335.5372
RE1,RESENEFFDP,1,2063,339.28
RE1,RESENEFFDP,1,2064,343.0647
RE1,RESENEFFDP,1,2065,346.8915
RE1,RESENEFFDP,1,2066,350.761
RE1,RESENEFFDP,1,2067,354.6737
RE1,RESENEFFDP,1,2068,358.63
RE1,RESENEFFDP,1,2069,362.6305
RE1,RESENEFFDP,1,2070,334.7121
RE1,DEMRESCKNELC,1,2015,7.0099
RE1,DEMRESCKNELC,1,2016,6.6639
RE1,DEMRESCKNELC,1,2017,6.762
RE1,DEMRESCKNELC,1,2018,7.0044
RE1,DEMRESCKNELC,1,2019,6.6542
RE1,DEMRESCKNELC,1,2020,6.304
RE1,DEMRESCKNELC,1,2021,5.9538
RE1,DEMRESCKNELC,1,2022,5.6035
RE1,DEMRESCKNELC,1,2024,221.6303
RE1,DEMRESCKNELC,1,2025,225.2608
RE1,DEMRESCKNELC,1,2026,229.2395
RE1,DEMRESCKNELC,1,2027,233.2102
RE1,DEMRESCKNELC,1,2028,237.1733
RE1,DEMRESCKNELC,1,2029,241.1293
RE1,DEMRESCKNELC,1,2030,245.0786
RE1,DEMRESCKNELC,1,2031,248.6954
RE1,DEMRESCKNELC,1,2032,252.3013
RE1,DEMRESCKNELC,1,2033,255.8969
RE1,DEMRESCKNELC,1,2034,259.4827
RE1,DEMRESCKNELC,1,2035,263.0593
RE1,DEMRESCKNELC,1,2036,266.1718
RE1,DEMRESCKNELC,1,2037,269.2791
RE1,DEMRESCKNELC,1,2038,272.3814
RE1,DEMRESCKNELC,1,2039,275.4788
RE1,DEMRESCKNELC,1,2040,278.5714
RE1,DEMRESCKNELC,1,2041,281.6592
RE1,DEMRESCKNELC,1,2042,284.7436
RE1,DEMRESCKNELC,1,2043,287.8245
RE1,DEMRESCKNELC,1,2044,290.9023
RE1,DEMRESCKNELC,1,2045,293.977
RE1,DEMRESCKNELC,1,2046,296.3069
RE1,DEMRESCKNELC,1,2047,298.6355
RE1,DEMRESCKNELC,1,2048,300.9627
RE1,DEMRESCKNELC,1,2049,303.2886
RE1,DEMRESCKNELC,1,2050,305.6131
RE1,DEMRESCKNELC,1,2051,307.9951
RE1,DEMRESCKNELC,1,2052,310.3956
RE1,DEMRESCKNELC,1,2053,312.8148
RE1,DEMRESCKNELC,1,2054,315.2529
RE1,DEMRESCKNELC,1,2055,317.7099
RE1,DEMRESCKNELC,1,2056,320.1862
RE1,DEMRESCKNELC,1,2057,322.6817
RE1,DEMRESCKNELC,1,2058,325.1966
RE1,DEMRESCKNELC,1,2059,327.7312
RE1,DEMRESCKNELC,1,2060,330.2856
RE1,DEMRESCKNELC,1,2061,332.8598
RE1,DEMRESCKNELC,1,2062,335.4541
RE1,DEMRESCKNELC,1,2063,338.0686
RE1,DEMRESCKNELC,1,2064,340.7035
RE1,DEMRESCKNELC,1,2065,343.359
RE1,DEMRESCKNELC,1,2066,346.0351
RE1,DEMRESCKNELC,1,2067,348.7321
RE1,DEMRESCKNELC,1,2068,351.4501
RE1,DEMRESCKNELC,1,2069,354.1893
RE1,DEMRESCKNELC,1,2070,356.9499
RE1,DEMRESCKNOIL,1,2015,117.5028
RE1,DEMRESCKNOIL,1,2016,111.7023
RE1,DEMRESCKNOIL,1,2017,113.3469
RE1,DEMRESCKNOIL,1,2018,117.4106
RE1,DEMRESCKNOIL,1,2019,120.876
RE1,DEMRESCKNOIL,1,2020,124.3333
RE1,DEMRESCKNOIL,1,2021,126.9942
RE1,DEMRESCKNOIL,1,2022,129.6497
RE1,DEMRESCKNOIL,1,2023,137.5534
RE1,DEMRESCKNBIO,1,2015,72.8133
RE1,DEMRESCKNBIO,1,2016,69.2189
RE1,DEMRESCKNBIO,1,2017,70.238
RE1,DEMRESCKNBIO,1,2018,72.7562
RE1,DEMRESCKNBIO,1,2019,74.5779
RE1,DEMRESCKNBIO,1,2020,76.3949
RE1,DEMRESCKNBIO,1,2021,77.7461
RE1,DEMRESCKNBIO,1,2022,79.0942
RE1,DEMRESCKNBIO,1,2023,80.4393
RE1,DEMRESHEBIO,1,2015,84.5683
RE1,DEMRESHEBIO,1,2016,80.3936
RE1,DEMRESHEBIO,1,2017,81.5773
RE1,DEMRESHEBIO,1,2018,84.502
RE1,DEMRESHEBIO,1,2019,86.6177
RE1,DEMRESHEBIO,1,2020,88.7281
RE1,DEMRESHEBIO,1,2021,90.2975
RE1,DEMRESHEBIO,1,2022,91.8632
RE1,DEMRESHEBIO,1,2023,93.4254
RE1,DEMRESHEBIO,1,2024,94.9844
RE1,DEMRESHEBIO,1,2025,96.5403
RE1,DEMRESHEBIO,1,2026,98.2455
RE1,DEMRESHEBIO,1,2027,99.9472
RE1,DEMRESHEBIO,1,2028,101.6457
RE1,DEMRESHEBIO,1,2029,103.3411
RE1,DEMRESHEBIO,1,2030,105.0337
RE1,DEMRESHEBIO,1,2031,106.5837
RE1,DEMRESHEBIO,1,2032,108.1291
RE1,DEMRESHEBIO,1,2033,109.6701
RE1,DEMRESHEBIO,1,2034,111.2069
RE1,DEMRESHEBIO,1,2035,109.0965
RE1,DEMRESHEBIO,1,2036,107.5271
RE1,DEMRESHEBIO,1,2037,105.9614
RE1,DEMRESHEBIO,1,2038,104.3992
RE1,DEMRESHEBIO,1,2039,102.8402
RE1,DEMRESHEBIO,1,2040,93.3741
RE1,DEMRESHEBIO,1,2041,96.7944
RE1,DEMRESHEBIO,1,2042,97.8774
RE1,DEMRESHEBIO,1,2043,96.1789
RE1,DEMRESHEBIO,1,2044,94.4835
RE1,DEMRESHEBIO,1,2045,8.2226
RE1,DEMRESHEBIO,1,2046,6.6726
RE1,DEMRESHEBIO,1,2047,5.1272
RE1,DEMRESHEBIO,1,2048,3.5862
RE1,DEMRESHEBIO,1,2068,13.6766
RE1,DEMRESHEBIO,1,2069,14.8506
RE1,DEMRESHEEL,1,2035,3.6432
RE1,DEMRESHEEL,1,2036,6.5465
RE1,DEMRESHEEL,1,2037,9.4439
RE1,DEMRESHEEL,1,2038,12.3357
RE1,DEMRESHEEL,1,2039,15.2221
RE1,DEMRESHEEL,1,2040,26.0137
RE1,DEMRESHEEL,1,2041,23.9167
RE1,DEMRESHEEL,1,2042,24.1556
RE1,DEMRESHEEL,1,2043,27.1745
RE1,DEMRESHEEL,1,2044,30.1889
RE1,DEMRESHEEL,1,2045,117.7675
RE1,DEMRESHEEL,1,2046,120.3161
RE1,DEMRESHEEL,1,2047,122.8594
RE1,DEMRESHEEL,1,2048,125.3978
RE1,DEMRESHEEL,1,2049,129.9808
RE1,DEMRESHEEL,1,2050,130.9771
RE1,DEMRESHEEL,1,2051,131.9979
RE1,DEMRESHEEL,1,2052,133.0267
RE1,DEMRESHEEL,1,2053,134.0635
RE1,DEMRESHEEL,1,2054,135.1084
RE1,DEMRESHEEL,1,2055,136.1614
RE1,DEMRESHEEL,1,2056,137.2226
RE1,DEMRESHEEL,1,2057,138.2922
RE1,DEMRESHEEL,1,2058,139.37
RE1,DEMRESHEEL,1,2059,140.4562
RE1,DEMRESHEEL,1,2060,141.551
RE1,DEMRESHEEL,1,2061,142.6542
RE1,DEMRESHEEL,1,2062,143.766
RE1,DEMRESHEEL,1,2063,144.8866
RE1,DEMRESHEEL,1,2064,146.0158
RE1,DEMRESHEEL,1,2065,147.1538
RE1,DEMRESHEEL,1,2066,148.3008
RE1,DEMRESHEEL,1,2067,149.4566
RE1,DEMRESHEEL,1,2068,136.9449
RE1,DEMRESHEEL,1,2069,136.9449
RE1,DEMRESHEEL,1,2070,152.9785
RE1,DEMCOMELC,1,2015,169.2528
RE1,DEMCOMELC,1,2016,179.0399
RE1,DEMCOMELC,1,2017,187.428
RE1,DEMCOMELC,1,2018,195.8161
RE1,DEMCOMELC,1,2019,204.2043
RE1,DEMCOMELC,1,2020,212.5924
RE1,DEMCOMELC,1,2021,219.0306
RE1,DEMCOMELC,1,2022,225.4689
RE1,DEMCOMELC,1,2023,231.9071
RE1,DEMCOMELC,1,2024,4.6787
RE1,DEMCOMELC,1,2025,5.9702
RE1,DEMCOMELC,1,2026,4.9417
RE1,DEMCOMELC,1,2027,5.0783
RE1,DEMCOMELC,1,2028,5.2148
RE1,DEMCOMELC,1,2029,6.6489
RE1,DEMCOMELC,1,2030,6.8186
RE1,DEMCOMELC,1,2031,7.0126
RE1,DEMCOMELC,1,2032,7.2065
RE1,DEMCOMELC,1,2033,7.4005
RE1,DEMCOMELC,1,2034,7.5944
RE1,DEMCOMELC,1,2035,7.7883
RE1,DEMCOMELC,1,2036,7.9445
RE1,DEMCOMELC,1,2037,8.1006
RE1,DEMCOMELC,1,2038,8.2568
RE1,DEMCOMELC,1,2039,8.4129
RE1,DEMCOMELC,1,2040,8.569
RE1,DEMCOMELC,1,2041,8.7219
RE1,DEMCOMELC,1,2042,8.8748
RE1,DEMCOMELC,1,2043,9.0277
RE1,DEMCOMELC,1,2044,9.1806
RE1,DEMCOMELC,1,2045,9.3335
RE1,DEMCOMELC,1,2046,9.44
RE1,DEMCOMELC,1,2047,9.5464
RE1,DEMCOMELC,1,2048,9.6529
RE1,DEMCOMELC,1,2049,9.7594
RE1,DEMCOMELC,1,2050,9.8658
RE1,DEMCOMELC,1,2051,9.9759
RE1,DEMCOMELC,1,2052,10.0872
RE1,DEMCOMELC,1,2053,10.1997
RE1,DEMCOMELC,1,2054,10.3135
RE1,DEMCOMELC,1,2055,10.4285
RE1,DEMCOMELC,1,2056,10.5448
RE1,DEMCOMELC,1,2057,10.6625
RE1,DEMCOMELC,1,2058,10.7814
RE1,DEMCOMELC,1,2059,24.4696
RE1,DEMCOMELC,1,2060,8.8721
RE1,DEMCOMELC,1,2061,11.1462
RE1,DEMCOMELC,1,2062,11.2706
RE1,DEMCOMELC,1,2063,11.3963
RE1,DEMCOMELC,1,2064,11.5234
RE1,DEMCOMELC,1,2065,11.652
RE1,DEMCOMELC,1,2066,11.7819
RE1,DEMCOMELC,1,2067,11.9134
RE1,DEMCOMELC,1,2068,12.0462
